Country,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Family,Health..Life.Expectancy.,Freedom,Generosity,Trust..Government.Corruption.,Dystopia.Residual,Year
Kosovo,78.0,5.27899980545044,5.36484799548984,5.19315161541104,0.951484382152557,1.1378535032272301,0.541452050209045,0.260287940502167,0.319931447505951,0.057471618056297004,2.0105407238006596,2017
China,79.0,5.2729997634887695,5.319278089776629,5.2267214372009,1.08116579055786,1.16083741188049,0.741415500640869,0.47278770804405196,0.028806841000915,0.022794274613261,1.76493859291077,2017
Pakistan,80.0,5.26900005340576,5.35998364135623,5.17801646545529,0.7268835306167599,0.6726906895637509,0.40204778313636796,0.23521526157856,0.31544601917266807,0.12434806674718901,2.7924892902374303,2017
Indonesia,81.0,5.26200008392334,5.35288859814405,5.17111156970263,0.995538592338562,1.2744446992874099,0.49234572052955605,0.443323463201523,0.611704587936401,0.015317135490476998,1.42947697639465,2017
Venezuela,82.0,5.25,5.370031945556399,5.1299680544436,1.12843120098114,1.43133759498596,0.617144227027893,0.15399712324142498,0.065019629895687,0.064491122961044,1.78946375846863,2017
Montenegro,83.0,5.23699998855591,5.34104444056749,5.132955536544321,1.12112903594971,1.23837649822235,0.6674646735191351,0.194989055395126,0.197911024093628,0.08817419409751899,1.72919154167175,2017
Morocco,84.0,5.2350001335144,5.31834096476436,5.15165930226445,0.8781145811080929,0.774864435195923,0.59771066904068,0.408158332109451,0.03220995515585,0.08776318281888999,2.45618939399719,2017
Azerbaijan,85.0,5.234000205993651,5.29928653523326,5.168713876754049,1.1536017656326298,1.15240025520325,0.5407757759094239,0.39815583825111406,0.045269340276717994,0.180987507104874,1.7624816894531203,2017
Dominican Republic,86.0,5.230000019073491,5.34906088516116,5.110939152985809,1.07937383651733,1.4024167060852097,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,1.3194651603698702,2017
Greece,87.0,5.2270002365112305,5.3252461694181,5.12875430360436,1.28948748111725,1.23941457271576,0.8101989030838009,0.09573125094175301,0.0,0.043289776891470004,1.74922156333923,2017
Lebanon,88.0,5.22499990463257,5.31888228848577,5.1311175207793704,1.07498753070831,1.1296242475509601,0.7350810766220089,0.28851598501205394,0.26445075869560203,0.037513829767704,1.69507384300232,2017
Portugal,89.0,5.19500017166138,5.285041733086111,5.10495861023665,1.3151752948761002,1.36704301834106,0.795843541622162,0.498465299606323,0.095102712512016,0.01586945168674,1.10768270492554,2017
Bosnia and Herzegovina,90.0,5.18200016021729,5.27633568674326,5.087664633691309,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0,1.89217257499695,2017
Honduras,91.0,5.1810002326965305,5.30158279687166,5.0604176685214,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.23618887364864302,0.073345452547073,2.0658111572265603,2017
Macedonia,92.0,5.175000190734861,5.27217263966799,5.07782774180174,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.060277793556452006,1.6174693107605,2017
Somalia,93.0,5.151000022888179,5.24248370990157,5.0595163358748,0.022643184289336003,0.7211513519287109,0.11398913711309401,0.602126955986023,0.291631311178207,0.28241032361984303,3.11748456954956,2017
Vietnam,94.0,5.07399988174438,5.14728076457977,5.000718998909,0.7885475754737851,1.27749133110046,0.6521689891815191,0.571055591106415,0.23496805131435397,0.087633237242699,1.46231865882874,2017
Nigeria,95.0,5.07399988174438,5.209500135481361,4.93849962800741,0.783756256103516,1.21577048301697,0.056915730237961,0.394952565431595,0.23094719648361198,0.026121566072106004,2.36539053916931,2017
Tajikistan,96.0,5.04099988937378,5.11142559587956,4.970574182868,0.524713635444641,1.27146327495575,0.5292351245880129,0.47156670689582797,0.24899764358997303,0.14637714624404902,1.8490493297576898,2017
Bhutan,97.0,5.01100015640259,5.07933456212282,4.94266575068235,0.885416388511658,1.3401265144348102,0.495879292488098,0.5015376806259161,0.474054545164108,0.17338038980960802,1.14018440246582,2017
Kyrgyzstan,98.0,5.0040001869201705,5.089919903129339,4.918080470710991,0.5962200760841371,1.39423859119415,0.553457796573639,0.454943388700485,0.42858037352562,0.039439179003239,1.5367231369018601,2017
Nepal,99.0,4.961999893188481,5.06735607936978,4.856643707007169,0.479820191860199,1.17928326129913,0.504130780696869,0.44030594825744607,0.39409616589546204,0.072975546121597,1.8912410736084,2017
Mongolia,100.0,4.95499992370605,5.021679509133099,4.88832033827901,1.0272358655929599,1.4930112361908001,0.557783484458923,0.39414396882057207,0.338464230298996,0.032902289181948,1.1112923622131299,2017
South Africa,101.0,4.8289999961853,4.92943518772721,4.72856480464339,1.05469870567322,1.38478863239288,0.18708007037639604,0.479246735572815,0.13936237990856198,0.072509497404099,1.51090860366821,2017
Tunisia,102.0,4.80499982833862,4.88436700701714,4.725632649660111,1.00726580619812,0.8683514595031742,0.613212049007416,0.289680689573288,0.049693357199431,0.086723148822784,1.8902511596679699,2017
Palestinian Territories,103.0,4.77500009536743,4.88184834256768,4.66815184816718,0.716249227523804,1.1556471586227401,0.565666973590851,0.25471106171608,0.114173173904419,0.08928260207176199,1.8788902759552,2017
Egypt,104.0,4.7350001335144,4.82513378962874,4.644866477400059,0.989701807498932,0.997471392154694,0.520187258720398,0.28211015462875394,0.128631442785263,0.114381365478039,1.70216107368469,2017
Bulgaria,105.0,4.71400022506714,4.8036947064101705,4.62430574372411,1.1614590883255,1.4343794584274299,0.708217680454254,0.28923171758651695,0.113177694380283,0.011051530949771002,0.996139287948608,2017
Sierra Leone,106.0,4.70900011062622,4.85064333498478,4.56735688626766,0.36842092871666,0.984136044979095,0.005564753897488001,0.318697690963745,0.293040901422501,0.07109517604112599,2.66845989227295,2017
Cameroon,107.0,4.69500017166138,4.79654085725546,4.5934594860672995,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.23629845678806302,0.051306631416082,2.3336455821991,2017
Iran,108.0,4.69199991226196,4.79822470769286,4.585775116831059,1.15687310695648,0.7115512490272521,0.639333188533783,0.24932260811328896,0.387242913246155,0.048761073499918005,1.49873495101929,2017
Albania,109.0,4.64400005340576,4.75246400639415,4.53553610041738,0.996192753314972,0.8036852478981021,0.731159746646881,0.381498634815216,0.20131294429302202,0.039864215999842,1.49044156074524,2017
Bangladesh,110.0,4.60799980163574,4.68982165828347,4.52617794498801,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.17225535213947304,0.123717859387398,1.9787361621856698,2017
Namibia,111.0,4.57399988174438,4.770354740917679,4.37764502257109,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.077133744955063,0.09314697235822698,1.4818902015686002,2017
Kenya,112.0,4.55299997329712,4.65569159060717,4.450308355987071,0.560479462146759,1.0679507255554201,0.30998834967613204,0.45276376605033897,0.444860309362411,0.06464131921529799,1.6519021987915001,2017
Mozambique,113.0,4.550000190734861,4.774102326333519,4.3258980551362,0.23430564999580397,0.870701014995575,0.10665443539619399,0.48079109191894503,0.322228103876114,0.17943638563156103,2.3556509017944305,2017
Myanmar,114.0,4.54500007629395,4.61473994642496,4.47526020616293,0.36711055040359497,1.12323594093323,0.397522568702698,0.514492034912109,0.8380751609802249,0.188816204667091,1.11529040336609,2017
Senegal,115.0,4.53499984741211,4.6016037812829005,4.468395913541321,0.479309022426605,1.17969191074371,0.409362852573395,0.37792226672172496,0.183468893170357,0.11546044796705199,1.78964614868164,2017
Zambia,116.0,4.513999938964839,4.64410550147295,4.38389437645674,0.6364067792892459,1.00318729877472,0.25783589482307395,0.461603492498398,0.249580144882202,0.078213550150394,1.82670545578003,2017
Iraq,117.0,4.49700021743774,4.62259140968323,4.37140902519226,1.1027104854583702,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.10721575468778599,1.31890726089478,2017
Gabon,118.0,4.46500015258789,4.5573617656529,4.37263853952289,1.1982102394104,1.1556202173233001,0.35657858848571794,0.31232857704162603,0.043785378336905996,0.07604678720235801,1.3229162693023702,2017
Ethiopia,119.0,4.46000003814697,4.54272867664695,4.377271399646999,0.339233845472336,0.8646692037582401,0.35340970754623396,0.408842742443085,0.31265074014663696,0.16545571386814098,2.01574373245239,2017
Sri Lanka,120.0,4.44000005722046,4.55344719231129,4.32655292212963,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.49086356163024897,0.073653966188431,0.41938924789428705,2017
Armenia,121.0,4.37599992752075,4.46673461228609,4.28526524275541,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.083488091826439,0.026674421504139997,1.5214991569518999,2017
India,122.0,4.31500005722046,4.37152201749384,4.25847809694707,0.7922212481498722,0.754372596740723,0.455427616834641,0.469987004995346,0.23153848946094502,0.092226885259152,1.5191171169281,2017
Mauritania,123.0,4.29199981689453,4.37716361626983,4.20683601751924,0.6484572887420649,1.2720308303833001,0.285349279642105,0.09609804302453999,0.201870024204254,0.136957004666328,1.65163731575012,2017
Congo (Brazzaville),124.0,4.29099988937378,4.41005350500345,4.17194627374411,0.8089642524719242,0.8320443630218509,0.28995743393898,0.4350258708000179,0.12085212767124198,0.079618133604527,1.7241356372833299,2017
Georgia,125.0,4.28599977493286,4.37493396580219,4.19706558406353,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.054008815437554994,0.25166663527488703,1.50013780593872,2017
Congo (Kinshasa),126.0,4.2800002098083505,4.357810832709069,4.20218958690763,0.092102348804474,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,0.060241356492043,2.22495865821838,2017
Mali,127.0,4.19000005722046,4.26967071101069,4.110329403430221,0.476180493831635,1.2814733982086202,0.16936567425727803,0.306613743305206,0.183354198932648,0.10497024655342098,1.66819095611572,2017
Ivory Coast,128.0,4.17999982833862,4.27518256321549,4.0848170934617505,0.6030489206314089,0.904780030250549,0.048642169684172,0.4477061927318571,0.201237469911575,0.130061775445938,1.84496426582336,2017
Cambodia,129.0,4.1680002212524405,4.27851781353354,4.05748262897134,0.6017650961875921,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.068105950951576,1.04294109344482,2017
Sudan,130.0,4.138999938964839,4.34574716508389,3.9322527128458,0.6595166921615601,1.21400856971741,0.290920823812485,0.014995855279266999,0.182317450642586,0.089847519993782,1.6870658397674598,2017
Ghana,131.0,4.11999988555908,4.22270720854402,4.01729256257415,0.667224824428558,0.873664736747742,0.29563772678375205,0.423026293516159,0.25692394375801103,0.025336369872093,1.57786750793457,2017
Ukraine,132.0,4.09600019454956,4.18541010454297,4.006590284556149,0.89465194940567,1.39453756809235,0.575903952121735,0.12297477573156401,0.270061463117599,0.023029470816255,0.8143823146820072,2017
Uganda,133.0,4.08099985122681,4.19579996705055,3.9661997354030603,0.381430715322495,1.12982773780823,0.21763260662555703,0.443185955286026,0.32576605677604703,0.057069718837738,1.526362657547,2017
Burkina Faso,134.0,4.03200006484985,4.1240590643882795,3.93994106531143,0.35022771358490007,1.04328000545502,0.21584425866603896,0.32436785101890603,0.250864684581757,0.12032810598611803,1.72721290588379,2017
Niger,135.0,4.02799987792969,4.11194681972265,3.9440529361367203,0.16192533075809498,0.993025004863739,0.26850500702858,0.36365869641304,0.22867384552955602,0.13857294619083402,1.87398338317871,2017
Malawi,136.0,3.97000002861023,4.07747881740332,3.86252123981714,0.233442038297653,0.5125688314437871,0.315089583396912,0.466914653778076,0.28717046976089505,0.072711654007435,2.08178615570068,2017
Chad,137.0,3.9360001087188703,4.0347115239501,3.8372886934876402,0.43801298737525896,0.953855872154236,0.041134715080261,0.16234202682972002,0.21611385047435802,0.05358188226819,2.07123804092407,2017
Zimbabwe,138.0,3.875,3.97869964271784,3.77130035728216,0.37584653496742204,1.08309590816498,0.19676375389099102,0.336384207010269,0.189143493771553,0.09537538141012199,1.59797024726868,2017
Lesotho,139.0,3.80800008773804,4.04434397548437,3.5716561999917,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.157497271895409,0.119094640016556,1.42983531951904,2017
Angola,140.0,3.79500007629395,3.9516419354081203,3.63835821717978,0.8584281802177429,1.1044119596481299,0.049868665635586,0.0,0.09792649000883098,0.069720335304737,1.6144824028015101,2017
Afghanistan,141.0,3.7939999103546103,3.8736614152789106,3.71433840543032,0.401477217674255,0.581543326377869,0.18074677884578697,0.106179520487785,0.311870932579041,0.061157830059528,2.15080118179321,2017
Botswana,142.0,3.7660000324249303,3.8741226662695403,3.65787739858031,1.12209415435791,1.2215549945831299,0.34175550937652605,0.505196332931519,0.099348448216915,0.09858319908380499,0.37791371345520003,2017
Benin,143.0,3.65700006484985,3.74578355133533,3.56821657836437,0.43108540773391707,0.43529984354972795,0.20993021130561804,0.42596277594566295,0.207948461174965,0.06092901527881599,1.88563096523285,2017
Madagascar,144.0,3.64400005340576,3.7143191058933698,3.57368100091815,0.305808693170547,0.9130203723907471,0.375223308801651,0.18919676542282102,0.208732530474663,0.06723197549581501,1.58461260795593,2017
Haiti,145.0,3.6029999256133998,3.73471479773521,3.4712850534915902,0.368610262870789,0.640449821949005,0.277321130037308,0.03036985732615,0.48920378088951094,0.09987214952707302,1.69716763496399,2017
Yemen,146.0,3.59299993515015,3.6927503198385203,3.4932495504617704,0.5916834473609921,0.93538224697113,0.310080915689468,0.24946372210979503,0.104125209152699,0.05676742270588901,1.3456006050109899,2017
South Sudan,147.0,3.5910000801086404,3.7255385857820498,3.45646157443523,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.285670816898346,0.116793513298035,1.8795673847198502,2017
Liberia,148.0,3.5329999923706095,3.6537562608718903,3.4122437238693197,0.11904179304838199,0.8721179366111759,0.229918196797371,0.33288118243217496,0.26654988527298,0.038948249071837006,1.6732859611511202,2017
Guinea,149.0,3.50699996948242,3.58442812889814,3.4295718100667,0.24454993009567302,0.7912446856498722,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,1.55231189727783,2017
Togo,150.0,3.4949998855590803,3.59403811171651,3.39596165940166,0.30544471740722695,0.4318825304508211,0.247105568647385,0.38042613863945,0.19689615070819896,0.095665015280247,1.8372292518615703,2017
Rwanda,151.0,3.47099995613098,3.54303023353219,3.3989696787297703,0.368745893239975,0.945707023143768,0.326424807310104,0.5818438529968261,0.25275602936744695,0.455220013856888,0.540061235427856,2017
Syria,152.0,3.46199989318848,3.66366855680943,3.2603312295675297,0.777153134346008,0.396102607250214,0.5005333423614501,0.08153944462537799,0.49366372823715204,0.15134713053703303,1.06157350540161,2017
Tanzania,153.0,3.34899997711182,3.4614297553896898,3.23657019883394,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.354256361722946,0.06603510677814499,0.621130466461182,2017
Burundi,154.0,2.90499997138977,3.07469033300877,2.73530960977077,0.09162256866693501,0.629793584346771,0.151610791683197,0.059900753200054,0.20443518459796897,0.08414794504642499,1.68302416801453,2017
Central African Republic,155.0,2.69300007820129,2.8648842692375203,2.52111588716507,0.0,0.0,0.018772685900331,0.270842045545578,0.280876487493515,0.056565076112747005,2.06600475311279,2017
Comoros,,,,,,,,,,,,2017
Djibouti,,,,,,,,,,,,2017
Laos,,,,,,,,,,,,2017
Oman,,,,,,,,,,,,2017
Puerto Rico,,,,,,,,,,,,2017
Somaliland Region,,,,,,,,,,,,2017
Somaliland region,,,,,,,,,,,,2017
Suriname,,,,,,,,,,,,2017
Swaziland,,,,,,,,,,,,2017
